Transaction_ID,Date,Customer_ID,Transaction_Amount,Category,Payment_Method,Merchant,Is_Fraud
T001863,2023-03-19 14:00:00,4028,953.77,Groceries,Debit Card,CVS,0
T001864,2023-03-19 15:00:00,4547,81.94,Utilities,Debit Card,CVS,0
T001865,2023-03-19 16:00:00,1701,207.1,Groceries,Cash,Uber,0
T001866,2023-03-19 17:00:00,3681,354.34,Healthcare,Credit Card,Netflix,0
T001867,2023-03-19 18:00:00,4629,624.03,Groceries,Credit Card,Netflix,0
T001868,2023-03-19 19:00:00,2599,549.35,Entertainment,Credit Card,Best Buy,0
T001869,2023-03-19 20:00:00,1129,134.39,Travel,Credit Card,CVS,0
T001870,2023-03-19 21:00:00,4067,296.83,Entertainment,Credit Card,Uber,0
T001871,2023-03-19 22:00:00,2845,246.36,Healthcare,Online,Netflix,0
T001872,2023-03-19 23:00:00,2386,221.41,Healthcare,Debit Card,Netflix,0
T001873,2023-03-20 00:00:00,4776,417.03,Groceries,Debit Card,Best Buy,0
T001874,2023-03-20 01:00:00,3866,706.99,Dining,Debit Card,Walmart,0
T001875,2023-03-20 02:00:00,1692,225.28,Utilities,Online,Uber,0
T001876,2023-03-20 03:00:00,4363,373.01,Travel,Cash,Walmart,0
T001877,2023-03-20 04:00:00,2394,397.01,Utilities,Credit Card,CVS,1
T001878,2023-03-20 05:00:00,1793,976.69,Dining,Cash,Netflix,0
T001879,2023-03-20 06:00:00,1028,955.12,Healthcare,Credit Card,Amazon,0
T001880,2023-03-20 07:00:00,1148,802.14,Travel,Credit Card,Target,0
T001881,2023-03-20 08:00:00,4850,249.24,Entertainment,Cash,Amazon,0
T001882,2023-03-20 09:00:00,2319,77.36,Healthcare,Debit Card,CVS,0
T001883,2023-03-20 10:00:00,3058,323.74,Healthcare,Online,Best Buy,0
T001884,2023-03-20 11:00:00,4583,274.13,Groceries,Cash,Uber,0
T001885,2023-03-20 12:00:00,3723,510.87,Dining,Debit Card,Amazon,0
T001886,2023-03-20 13:00:00,2136,779.95,Groceries,Credit Card,Walmart,0
T001887,2023-03-20 14:00:00,1186,859.74,Groceries,Debit Card,Netflix,0
T001888,2023-03-20 15:00:00,3854,846.42,Utilities,Credit Card,Costco,0
T001889,2023-03-20 16:00:00,3791,366.08,Healthcare,Credit Card,Netflix,0
T001890,2023-03-20 17:00:00,2250,690.36,Dining,Debit Card,CVS,0
T001891,2023-03-20 18:00:00,2333,319.71,Groceries,Credit Card,Netflix,0
T001892,2023-03-20 19:00:00,1097,70.3,Entertainment,Online,Amazon,0
T001893,2023-03-20 20:00:00,1054,704.55,Travel,Debit Card,Costco,0
T001894,2023-03-20 21:00:00,3670,19.73,Dining,Cash,Amazon,1
T001895,2023-03-20 22:00:00,3711,415.09,Utilities,Credit Card,Best Buy,0
T001896,2023-03-20 23:00:00,1757,336.09,Dining,Credit Card,Best Buy,0
T001897,2023-03-21 00:00:00,1405,696.44,Healthcare,Online,Best Buy,0
T001898,2023-03-21 01:00:00,3116,768.58,Utilities,Online,Costco,0
T001899,2023-03-21 02:00:00,4383,311.05,Travel,Cash,Target,0
T001900,2023-03-21 03:00:00,2312,813.51,Entertainment,Credit Card,Costco,0
T001901,2023-03-21 04:00:00,2785,300.98,Groceries,Cash,CVS,0
T001902,2023-03-21 05:00:00,4619,451.86,Dining,Cash,CVS,0
T001903,2023-03-21 06:00:00,1750,729.75,Utilities,Credit Card,Walmart,0
T001904,2023-03-21 07:00:00,4219,695.99,Travel,Cash,Walmart,0
T001905,2023-03-21 08:00:00,4538,987.49,Groceries,Cash,CVS,0
T001906,2023-03-21 09:00:00,2762,232.91,Travel,Online,Amazon,0
T001907,2023-03-21 10:00:00,4315,665.69,Entertainment,Online,CVS,0
T001908,2023-03-21 11:00:00,4562,613.59,Groceries,Cash,Uber,0
T001909,2023-03-21 12:00:00,4920,915.95,Groceries,Credit Card,Target,0
T001910,2023-03-21 13:00:00,4005,164.8,Groceries,Online,Walmart,0
T001911,2023-03-21 14:00:00,4578,754.28,Utilities,Cash,Walmart,0
T001912,2023-03-21 15:00:00,1364,572.59,Groceries,Debit Card,Uber,0
T001913,2023-03-21 16:00:00,3026,281.92,Travel,Debit Card,Netflix,0
T001914,2023-03-21 17:00:00,1481,479.69,Utilities,Cash,Uber,0
T001915,2023-03-21 18:00:00,3248,340.44,Groceries,Debit Card,Costco,0
T001916,2023-03-21 19:00:00,1153,583.52,Travel,Online,Uber,0
T001917,2023-03-21 20:00:00,4521,890.11,Travel,Credit Card,Netflix,0
T001918,2023-03-21 21:00:00,2524,573.61,Dining,Cash,Walmart,0
T001919,2023-03-21 22:00:00,3120,635.41,Travel,Online,CVS,0
T001920,2023-03-21 23:00:00,3760,523.56,Healthcare,Credit Card,Walmart,0
T001921,2023-03-22 00:00:00,3343,60.65,Entertainment,Debit Card,Uber,0
T001922,2023-03-22 01:00:00,2040,240.53,Groceries,Debit Card,Uber,0
T001923,2023-03-22 02:00:00,2664,497.08,Groceries,Debit Card,Netflix,0
T001924,2023-03-22 03:00:00,2240,317.13,Groceries,Debit Card,Uber,0
T001925,2023-03-22 04:00:00,1060,189.95,Travel,Online,Netflix,0
T001926,2023-03-22 05:00:00,1938,509.09,Travel,Online,Walmart,0
T001927,2023-03-22 06:00:00,2639,329.58,Groceries,Credit Card,Uber,0
T001928,2023-03-22 07:00:00,3089,265.53,Healthcare,Cash,Costco,0
T001929,2023-03-22 08:00:00,1024,469.35,Utilities,Credit Card,CVS,0
T001930,2023-03-22 09:00:00,2062,141.95,Utilities,Cash,Amazon,0
T001931,2023-03-22 10:00:00,4874,928.47,Entertainment,Debit Card,Netflix,0
T001932,2023-03-22 11:00:00,1130,869.03,Dining,Debit Card,Uber,0
T001933,2023-03-22 12:00:00,4569,710.54,Entertainment,Debit Card,Walmart,0
T001934,2023-03-22 13:00:00,2252,115.15,Groceries,Debit Card,Walmart,0
T001935,2023-03-22 14:00:00,1107,778.12,Groceries,Online,Uber,0
T001936,2023-03-22 15:00:00,1171,809.88,Groceries,Credit Card,Walmart,0
T001937,2023-03-22 16:00:00,2458,770.09,Dining,Cash,Uber,0
T001938,2023-03-22 17:00:00,4549,122.83,Travel,Cash,Target,0
T001939,2023-03-22 18:00:00,1101,647.47,Dining,Online,CVS,0
T001940,2023-03-22 19:00:00,3913,835.98,Entertainment,Debit Card,Uber,0
T001941,2023-03-22 20:00:00,3571,581.58,Travel,Credit Card,Walmart,0
T001942,2023-03-22 21:00:00,3322,649.94,Travel,Debit Card,Target,0
T001943,2023-03-22 22:00:00,2636,463.78,Entertainment,Online,Amazon,0
T001944,2023-03-22 23:00:00,4115,533.42,Travel,Cash,Amazon,0
T001945,2023-03-23 00:00:00,3864,44.03,Utilities,Online,Netflix,0
T001946,2023-03-23 01:00:00,4004,642.57,Entertainment,Cash,Costco,0
T001947,2023-03-23 02:00:00,2040,90.63,Entertainment,Credit Card,Uber,0
T001948,2023-03-23 03:00:00,1329,440.66,Utilities,Cash,Costco,0
T001949,2023-03-23 04:00:00,4640,299.73,Dining,Credit Card,Costco,0
T001950,2023-03-23 05:00:00,4894,549.97,Dining,Debit Card,Target,0
T001951,2023-03-23 06:00:00,2520,142.08,Dining,Debit Card,Amazon,0
T001952,2023-03-23 07:00:00,4886,694.73,Travel,Online,Costco,0
T001953,2023-03-23 08:00:00,1011,797.06,Utilities,Credit Card,Best Buy,0
T001954,2023-03-23 09:00:00,2341,171.72,Entertainment,Debit Card,Costco,0
T001955,2023-03-23 10:00:00,4663,113.27,Entertainment,Credit Card,Amazon,0
T001956,2023-03-23 11:00:00,1215,154.06,Entertainment,Debit Card,Netflix,0
T001957,2023-03-23 12:00:00,1338,878.36,Travel,Debit Card,Best Buy,0
T001958,2023-03-23 13:00:00,2799,532.91,Travel,Cash,Netflix,1
T001959,2023-03-23 14:00:00,3708,472.59,Healthcare,Online,Netflix,0
T001960,2023-03-23 15:00:00,4152,115.64,Dining,Cash,Target,0
T001961,2023-03-23 16:00:00,2750,653.06,Healthcare,Credit Card,Uber,0
T001962,2023-03-23 17:00:00,2508,869.32,Healthcare,Debit Card,Uber,0
T001963,2023-03-23 18:00:00,3421,829.9,Travel,Online,Best Buy,0
T001964,2023-03-23 19:00:00,4023,629.79,Dining,Debit Card,Amazon,0
T001965,2023-03-23 20:00:00,1709,84.53,Dining,Debit Card,Walmart,0
T001966,2023-03-23 21:00:00,2223,121.27,Entertainment,Cash,Best Buy,0
T001967,2023-03-23 22:00:00,4608,58.82,Travel,Credit Card,Amazon,0
T001968,2023-03-23 23:00:00,3513,264.9,Dining,Online,Costco,0
T001969,2023-03-24 00:00:00,2112,144.3,Healthcare,Online,Netflix,0
T001970,2023-03-24 01:00:00,2291,267.45,Utilities,Online,Walmart,0
T001971,2023-03-24 02:00:00,4726,391.21,Utilities,Credit Card,Target,0
T001972,2023-03-24 03:00:00,4642,943.55,Travel,Online,Uber,0
T001973,2023-03-24 04:00:00,4993,614.27,Entertainment,Credit Card,Target,0
T001974,2023-03-24 05:00:00,1488,836.62,Entertainment,Online,CVS,0
T001975,2023-03-24 06:00:00,4948,713.25,Dining,Debit Card,Target,0
T001976,2023-03-24 07:00:00,2561,121.38,Travel,Credit Card,CVS,0
T001977,2023-03-24 08:00:00,1046,738.56,Utilities,Cash,Target,0
T001978,2023-03-24 09:00:00,4359,282.35,Healthcare,Online,Target,0
T001979,2023-03-24 10:00:00,1777,642.72,Dining,Cash,Target,0
T001980,2023-03-24 11:00:00,2039,347.55,Healthcare,Credit Card,CVS,0
T001981,2023-03-24 12:00:00,1710,997.7,Dining,Debit Card,Costco,0
T001982,2023-03-24 13:00:00,1400,270.92,Groceries,Cash,CVS,0
T001983,2023-03-24 14:00:00,4990,286.34,Healthcare,Cash,Netflix,0
T001984,2023-03-24 15:00:00,2817,931.37,Travel,Debit Card,Best Buy,0
T001985,2023-03-24 16:00:00,4028,34.4,Healthcare,Debit Card,Amazon,0
T001986,2023-03-24 17:00:00,4157,699.72,Healthcare,Credit Card,Amazon,0
T001987,2023-03-24 18:00:00,1249,728.07,Dining,Online,Costco,0
T001988,2023-03-24 19:00:00,1390,838.01,Utilities,Cash,Amazon,0
T001989,2023-03-24 20:00:00,4853,974.69,Groceries,Cash,Target,0
T001990,2023-03-24 21:00:00,1334,975.85,Healthcare,Credit Card,Costco,0
T001991,2023-03-24 22:00:00,1628,74.62,Utilities,Online,Amazon,0
T001992,2023-03-24 23:00:00,4590,823.62,Entertainment,Credit Card,CVS,0
T001993,2023-03-25 00:00:00,1136,649.85,Groceries,Cash,Best Buy,0
T001994,2023-03-25 01:00:00,3930,650.87,Groceries,Cash,Walmart,0
T001995,2023-03-25 02:00:00,3735,137.07,Dining,Debit Card,Best Buy,0
T001996,2023-03-25 03:00:00,4911,653.69,Healthcare,Debit Card,Amazon,0
T001997,2023-03-25 04:00:00,2521,982.66,Entertainment,Online,Costco,0
T001998,2023-03-25 05:00:00,1826,912.7,Dining,Cash,Uber,0
T001999,2023-03-25 06:00:00,1726,444.74,Travel,Cash,Amazon,0
T002000,2023-03-25 07:00:00,2500,49.55,Utilities,Debit Card,CVS,0
T002001,2023-03-25 08:00:00,3641,368.67,Utilities,Credit Card,Best Buy,0
T002002,2023-03-25 09:00:00,4294,828.13,Dining,Credit Card,Uber,0
T002003,2023-03-25 10:00:00,1989,704.48,Utilities,Cash,CVS,0
T002004,2023-03-25 11:00:00,3419,464.75,Healthcare,Cash,Netflix,0
T002005,2023-03-25 12:00:00,1934,64.55,Utilities,Online,Netflix,0
T002006,2023-03-25 13:00:00,4042,432.63,Healthcare,Online,CVS,0
T002007,2023-03-25 14:00:00,1401,474.33,Travel,Debit Card,Walmart,0
T002008,2023-03-25 15:00:00,2466,929.27,Entertainment,Cash,CVS,0
T002009,2023-03-25 16:00:00,4561,644.68,Groceries,Credit Card,Uber,0
T002010,2023-03-25 17:00:00,1614,318.54,Dining,Online,CVS,0
T002011,2023-03-25 18:00:00,2296,530.07,Dining,Debit Card,Walmart,0
T002012,2023-03-25 19:00:00,4597,75.39,Healthcare,Debit Card,Netflix,0
T002013,2023-03-25 20:00:00,2182,972.84,Travel,Credit Card,Target,0
T002014,2023-03-25 21:00:00,4223,366.46,Travel,Online,Uber,0
T002015,2023-03-25 22:00:00,4042,483.09,Groceries,Credit Card,Target,0
T002016,2023-03-25 23:00:00,3667,361.73,Entertainment,Debit Card,Uber,0
T002017,2023-03-26 00:00:00,3235,685.69,Dining,Cash,Costco,0
T002018,2023-03-26 01:00:00,4884,665.61,Healthcare,Credit Card,Walmart,0
T002019,2023-03-26 02:00:00,2121,718.17,Travel,Debit Card,Costco,0
T002020,2023-03-26 03:00:00,1130,275.46,Dining,Cash,Costco,0
T002021,2023-03-26 04:00:00,3852,322.51,Healthcare,Cash,Netflix,0
T002022,2023-03-26 05:00:00,2194,134.0,Utilities,Online,CVS,0
T002023,2023-03-26 06:00:00,3983,658.95,Dining,Online,Costco,0
T002024,2023-03-26 07:00:00,4033,49.4,Entertainment,Debit Card,Amazon,0
T002025,2023-03-26 08:00:00,1182,601.71,Healthcare,Credit Card,Uber,0
T002026,2023-03-26 09:00:00,4030,871.0,Entertainment,Cash,Netflix,0
T002027,2023-03-26 10:00:00,1363,891.92,Dining,Online,Best Buy,0
T002028,2023-03-26 11:00:00,1038,454.55,Utilities,Online,Amazon,0
T002029,2023-03-26 12:00:00,4598,464.71,Entertainment,Credit Card,Amazon,0
T002030,2023-03-26 13:00:00,4959,86.2,Travel,Online,CVS,0
T002031,2023-03-26 14:00:00,3544,674.06,Healthcare,Debit Card,Best Buy,0
T002032,2023-03-26 15:00:00,4587,823.05,Dining,Credit Card,Costco,0
T002033,2023-03-26 16:00:00,2372,252.21,Utilities,Cash,Best Buy,0
T002034,2023-03-26 17:00:00,4029,427.09,Travel,Debit Card,Costco,0
T002035,2023-03-26 18:00:00,1920,840.45,Dining,Cash,Target,0
T002036,2023-03-26 19:00:00,4468,878.35,Utilities,Cash,Walmart,0
T002037,2023-03-26 20:00:00,3769,250.75,Travel,Online,CVS,0
T002038,2023-03-26 21:00:00,4232,555.06,Entertainment,Debit Card,Costco,0
T002039,2023-03-26 22:00:00,1015,200.57,Dining,Debit Card,Costco,0
T002040,2023-03-26 23:00:00,1492,110.86,Dining,Credit Card,Best Buy,0
T002041,2023-03-27 00:00:00,2449,912.01,Entertainment,Debit Card,CVS,0
T002042,2023-03-27 01:00:00,2131,822.3,Groceries,Credit Card,Uber,0
T002043,2023-03-27 02:00:00,3941,762.43,Travel,Debit Card,Costco,0
T002044,2023-03-27 03:00:00,4521,58.28,Entertainment,Cash,Target,0
T002045,2023-03-27 04:00:00,1310,845.29,Dining,Credit Card,Amazon,0
T002046,2023-03-27 05:00:00,1738,443.66,Travel,Debit Card,Costco,0
T002047,2023-03-27 06:00:00,4241,348.97,Travel,Credit Card,Best Buy,0
T002048,2023-03-27 07:00:00,1545,551.01,Groceries,Online,Uber,0
T002049,2023-03-27 08:00:00,3461,100.44,Dining,Online,Netflix,0
T002050,2023-03-27 09:00:00,1250,759.08,Utilities,Credit Card,Target,0
T002051,2023-03-27 10:00:00,1758,586.61,Groceries,Credit Card,CVS,0
T002052,2023-03-27 11:00:00,2804,194.72,Groceries,Cash,Costco,0
T002053,2023-03-27 12:00:00,4212,196.35,Utilities,Debit Card,Target,0
T002054,2023-03-27 13:00:00,2297,192.41,Utilities,Online,Netflix,0
T002055,2023-03-27 14:00:00,4487,66.43,Groceries,Online,Target,0
T002056,2023-03-27 15:00:00,2631,591.92,Travel,Debit Card,Uber,0
T002057,2023-03-27 16:00:00,4810,841.94,Entertainment,Online,Target,0
T002058,2023-03-27 17:00:00,2914,27.32,Entertainment,Online,Target,0
T002059,2023-03-27 18:00:00,4110,58.51,Groceries,Credit Card,Uber,0
T002060,2023-03-27 19:00:00,1813,577.04,Travel,Online,Uber,0
T002061,2023-03-27 20:00:00,1028,821.3,Utilities,Online,Netflix,0
T002062,2023-03-27 21:00:00,1957,333.47,Healthcare,Online,Uber,0
T002063,2023-03-27 22:00:00,3032,356.12,Groceries,Debit Card,Target,0
T002064,2023-03-27 23:00:00,1476,600.38,Dining,Cash,Target,0
T002065,2023-03-28 00:00:00,1317,281.47,Travel,Credit Card,Walmart,0
T002066,2023-03-28 01:00:00,1244,36.34,Dining,Cash,CVS,0
T002067,2023-03-28 02:00:00,1747,737.88,Dining,Online,Amazon,0
T002068,2023-03-28 03:00:00,1696,629.39,Groceries,Online,CVS,0
T002069,2023-03-28 04:00:00,1271,584.95,Travel,Online,Best Buy,0
T002070,2023-03-28 05:00:00,4511,744.27,Dining,Cash,Best Buy,0
T002071,2023-03-28 06:00:00,2771,678.48,Travel,Debit Card,Netflix,0
T002072,2023-03-28 07:00:00,2262,213.82,Entertainment,Debit Card,Uber,0
T002073,2023-03-28 08:00:00,3424,358.96,Healthcare,Credit Card,CVS,0
T002074,2023-03-28 09:00:00,1265,134.85,Dining,Cash,Target,0
T002075,2023-03-28 10:00:00,3973,138.56,Dining,Debit Card,Walmart,0
T002076,2023-03-28 11:00:00,1920,679.43,Travel,Credit Card,Amazon,0
T002077,2023-03-28 12:00:00,4430,860.01,Healthcare,Online,Costco,0
T002078,2023-03-28 13:00:00,1339,963.11,Entertainment,Online,Costco,0
T002079,2023-03-28 14:00:00,1388,632.06,Dining,Credit Card,Target,0
T002080,2023-03-28 15:00:00,3624,192.26,Groceries,Debit Card,CVS,1
T002081,2023-03-28 16:00:00,4760,114.59,Travel,Cash,Costco,0
T002082,2023-03-28 17:00:00,3050,814.72,Travel,Credit Card,CVS,0
T002083,2023-03-28 18:00:00,4500,582.97,Dining,Debit Card,Walmart,0
T002084,2023-03-28 19:00:00,2165,622.1,Entertainment,Credit Card,Walmart,0
T002085,2023-03-28 20:00:00,1375,783.65,Dining,Debit Card,Uber,0
T002086,2023-03-28 21:00:00,4741,706.24,Utilities,Online,CVS,0
T002087,2023-03-28 22:00:00,3033,836.11,Dining,Credit Card,Uber,0
T002088,2023-03-28 23:00:00,3371,65.65,Healthcare,Cash,Target,0
T002089,2023-03-29 00:00:00,1145,750.05,Healthcare,Credit Card,Uber,0
T002090,2023-03-29 01:00:00,2981,852.34,Utilities,Online,Target,0
T002091,2023-03-29 02:00:00,1292,293.27,Healthcare,Online,Target,0
T002092,2023-03-29 03:00:00,4736,644.04,Healthcare,Debit Card,Costco,0
T002093,2023-03-29 04:00:00,1431,321.02,Groceries,Online,Amazon,0
T002094,2023-03-29 05:00:00,1704,958.39,Travel,Debit Card,Amazon,0
T002095,2023-03-29 06:00:00,3996,43.09,Healthcare,Online,Target,0
T002096,2023-03-29 07:00:00,2998,583.99,Travel,Debit Card,CVS,0
T002097,2023-03-29 08:00:00,3632,174.84,Entertainment,Cash,Walmart,0
T002098,2023-03-29 09:00:00,1398,715.1,Dining,Debit Card,Uber,1
T002099,2023-03-29 10:00:00,3864,184.13,Groceries,Debit Card,Netflix,0
T002100,2023-03-29 11:00:00,4960,243.03,Utilities,Cash,Best Buy,0
T002101,2023-03-29 12:00:00,4415,499.43,Entertainment,Debit Card,Walmart,0
T002102,2023-03-29 13:00:00,1963,915.69,Groceries,Debit Card,Walmart,0
T002103,2023-03-29 14:00:00,4211,219.6,Groceries,Cash,Best Buy,0
T002104,2023-03-29 15:00:00,3234,152.8,Utilities,Online,Target,0
T002105,2023-03-29 16:00:00,3041,761.39,Utilities,Credit Card,Walmart,0
T002106,2023-03-29 17:00:00,2828,505.61,Travel,Debit Card,Best Buy,0
T002107,2023-03-29 18:00:00,3108,912.67,Dining,Online,Uber,0
T002108,2023-03-29 19:00:00,1938,155.15,Entertainment,Credit Card,Costco,0
T002109,2023-03-29 20:00:00,4451,649.47,Dining,Cash,CVS,0
T002110,2023-03-29 21:00:00,1709,240.55,Entertainment,Debit Card,CVS,0
T002111,2023-03-29 22:00:00,1806,165.19,Groceries,Debit Card,CVS,0
T002112,2023-03-29 23:00:00,2463,686.6,Healthcare,Cash,Target,0
T002113,2023-03-30 00:00:00,4390,597.75,Healthcare,Debit Card,Walmart,0
T002114,2023-03-30 01:00:00,2325,757.28,Utilities,Credit Card,Netflix,0
T002115,2023-03-30 02:00:00,4415,316.37,Utilities,Credit Card,Walmart,0
T002116,2023-03-30 03:00:00,1010,453.49,Groceries,Cash,Amazon,0
T002117,2023-03-30 04:00:00,2085,411.42,Groceries,Debit Card,CVS,0
T002118,2023-03-30 05:00:00,2868,984.25,Entertainment,Online,Target,0
T002119,2023-03-30 06:00:00,3273,299.33,Groceries,Debit Card,Best Buy,0
T002120,2023-03-30 07:00:00,4224,301.87,Entertainment,Cash,Target,0
T002121,2023-03-30 08:00:00,4782,361.0,Dining,Online,Netflix,0
T002122,2023-03-30 09:00:00,3611,568.95,Utilities,Credit Card,Walmart,0
T002123,2023-03-30 10:00:00,1771,259.8,Utilities,Credit Card,Uber,0
T002124,2023-03-30 11:00:00,2594,916.14,Healthcare,Online,Uber,0
T002125,2023-03-30 12:00:00,2607,273.03,Healthcare,Online,Uber,0
T002126,2023-03-30 13:00:00,4731,896.86,Utilities,Cash,CVS,0
T002127,2023-03-30 14:00:00,4932,112.44,Dining,Debit Card,Amazon,0
T002128,2023-03-30 15:00:00,4646,660.0,Dining,Credit Card,Netflix,0
T002129,2023-03-30 16:00:00,2333,907.92,Travel,Debit Card,Costco,0
T002130,2023-03-30 17:00:00,1884,177.06,Entertainment,Credit Card,Target,0
T002131,2023-03-30 18:00:00,4314,968.64,Healthcare,Debit Card,Amazon,0
T002132,2023-03-30 19:00:00,4564,458.35,Entertainment,Credit Card,Uber,0
T002133,2023-03-30 20:00:00,2389,946.26,Healthcare,Debit Card,Netflix,0
T002134,2023-03-30 21:00:00,4401,680.05,Travel,Cash,Netflix,0
T002135,2023-03-30 22:00:00,4178,308.57,Utilities,Credit Card,Walmart,0
T002136,2023-03-30 23:00:00,1225,196.42,Entertainment,Cash,Best Buy,0
T002137,2023-03-31 00:00:00,1824,310.7,Healthcare,Credit Card,Target,0
T002138,2023-03-31 01:00:00,3265,102.09,Entertainment,Credit Card,Costco,0
T002139,2023-03-31 02:00:00,1936,152.43,Utilities,Credit Card,Walmart,0
T002140,2023-03-31 03:00:00,3800,113.61,Groceries,Debit Card,CVS,0
T002141,2023-03-31 04:00:00,3553,428.71,Healthcare,Credit Card,Target,0
T002142,2023-03-31 05:00:00,3306,797.62,Groceries,Cash,Netflix,0
T002143,2023-03-31 06:00:00,2911,149.97,Travel,Debit Card,Amazon,0
T002144,2023-03-31 07:00:00,4845,139.02,Dining,Debit Card,Uber,0
T002145,2023-03-31 08:00:00,4588,646.99,Entertainment,Credit Card,Target,0
T002146,2023-03-31 09:00:00,2796,205.21,Healthcare,Online,Walmart,0
T002147,2023-03-31 10:00:00,1053,106.63,Entertainment,Debit Card,Walmart,0
T002148,2023-03-31 11:00:00,4118,175.18,Travel,Credit Card,Uber,0
T002149,2023-03-31 12:00:00,1726,924.49,Travel,Cash,Amazon,0
T002150,2023-03-31 13:00:00,3736,823.26,Entertainment,Online,Costco,0
T002151,2023-03-31 14:00:00,2544,360.52,Healthcare,Debit Card,Walmart,0
T002152,2023-03-31 15:00:00,4170,659.26,Utilities,Online,Target,0
T002153,2023-03-31 16:00:00,2043,541.9,Utilities,Debit Card,Uber,0
T002154,2023-03-31 17:00:00,2913,680.35,Dining,Online,Costco,0
T002155,2023-03-31 18:00:00,2776,685.84,Entertainment,Online,Amazon,0
T002156,2023-03-31 19:00:00,2596,632.45,Entertainment,Cash,Walmart,0
T002157,2023-03-31 20:00:00,2914,273.44,Healthcare,Online,Uber,0
T002158,2023-03-31 21:00:00,4561,48.62,Entertainment,Cash,Walmart,0
T002159,2023-03-31 22:00:00,3466,461.01,Healthcare,Credit Card,Target,0
T002160,2023-03-31 23:00:00,3737,892.06,Entertainment,Debit Card,Walmart,0
T002161,2023-04-01 00:00:00,1849,573.8,Travel,Cash,Uber,0
T002162,2023-04-01 01:00:00,3109,834.07,Groceries,Debit Card,Target,0
T002163,2023-04-01 02:00:00,4216,991.71,Entertainment,Cash,CVS,0
T002164,2023-04-01 03:00:00,3263,171.98,Groceries,Debit Card,Uber,0
T002165,2023-04-01 04:00:00,1002,694.86,Utilities,Cash,Costco,0
T002166,2023-04-01 05:00:00,1159,677.55,Dining,Debit Card,Target,0
T002167,2023-04-01 06:00:00,4810,980.16,Utilities,Credit Card,Best Buy,0
T002168,2023-04-01 07:00:00,1780,985.74,Entertainment,Debit Card,Walmart,0
T002169,2023-04-01 08:00:00,4191,689.81,Healthcare,Credit Card,CVS,0
T002170,2023-04-01 09:00:00,1892,251.18,Utilities,Credit Card,Costco,0
T002171,2023-04-01 10:00:00,3030,800.57,Travel,Credit Card,Amazon,0
T002172,2023-04-01 11:00:00,4160,115.96,Groceries,Online,Best Buy,0
T002173,2023-04-01 12:00:00,3376,782.89,Healthcare,Debit Card,Amazon,0
T002174,2023-04-01 13:00:00,1579,911.09,Healthcare,Online,Uber,0
T002175,2023-04-01 14:00:00,2933,389.01,Entertainment,Online,Best Buy,0
T002176,2023-04-01 15:00:00,2380,634.33,Travel,Debit Card,Netflix,0
T002177,2023-04-01 16:00:00,4681,435.84,Groceries,Credit Card,CVS,0
T002178,2023-04-01 17:00:00,2290,443.39,Travel,Online,Costco,0
T002179,2023-04-01 18:00:00,2640,317.27,Utilities,Online,CVS,0
T002180,2023-04-01 19:00:00,1951,764.51,Entertainment,Cash,CVS,0
T002181,2023-04-01 20:00:00,4394,936.81,Healthcare,Debit Card,Best Buy,0
T002182,2023-04-01 21:00:00,3682,941.34,Healthcare,Online,Target,0
T002183,2023-04-01 22:00:00,1987,183.03,Utilities,Debit Card,Costco,0
T002184,2023-04-01 23:00:00,4612,876.0,Healthcare,Debit Card,Amazon,0
T002185,2023-04-02 00:00:00,4720,740.06,Dining,Online,Target,0
T002186,2023-04-02 01:00:00,2218,260.31,Entertainment,Debit Card,Target,0
T002187,2023-04-02 02:00:00,1920,76.61,Utilities,Credit Card,Walmart,0
T002188,2023-04-02 03:00:00,3785,275.32,Entertainment,Online,Uber,0
T002189,2023-04-02 04:00:00,2355,913.09,Groceries,Online,Amazon,0
T002190,2023-04-02 05:00:00,1169,636.85,Entertainment,Online,Best Buy,0
T002191,2023-04-02 06:00:00,1520,723.84,Entertainment,Cash,Uber,0
T002192,2023-04-02 07:00:00,2486,264.58,Groceries,Cash,Netflix,0
T002193,2023-04-02 08:00:00,1039,722.19,Utilities,Cash,Walmart,0
T002194,2023-04-02 09:00:00,2560,37.84,Entertainment,Cash,Walmart,0
T002195,2023-04-02 10:00:00,4332,381.57,Travel,Online,Uber,0
T002196,2023-04-02 11:00:00,2418,630.49,Entertainment,Credit Card,Netflix,0
T002197,2023-04-02 12:00:00,1954,154.64,Utilities,Debit Card,CVS,0
T002198,2023-04-02 13:00:00,4297,824.77,Healthcare,Debit Card,Best Buy,0
T002199,2023-04-02 14:00:00,1983,242.68,Groceries,Online,Target,0
T002200,2023-04-02 15:00:00,4195,655.76,Healthcare,Credit Card,Netflix,0
T002201,2023-04-02 16:00:00,1974,411.15,Utilities,Debit Card,Netflix,0
T002202,2023-04-02 17:00:00,1037,600.08,Dining,Credit Card,Costco,0
T002203,2023-04-02 18:00:00,3375,116.38,Healthcare,Online,Target,0
T002204,2023-04-02 19:00:00,2274,26.74,Entertainment,Cash,Netflix,0
T002205,2023-04-02 20:00:00,4972,910.47,Entertainment,Credit Card,Target,0
T002206,2023-04-02 21:00:00,2199,276.93,Groceries,Debit Card,CVS,0
T002207,2023-04-02 22:00:00,2625,821.48,Entertainment,Debit Card,Target,0
T002208,2023-04-02 23:00:00,1913,999.36,Travel,Debit Card,Amazon,0
